index,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,
0,0.1074308052649695,-0.2882728059445451,-0.0792320211329452,-0.9129219411710808,0.6115196446689659,0.1534275589144449,0.3436548125943965,0.0409808989240083,0.641572680251866,-0.5592569099294993,
1,-0.5778328072134324,0.2043154107696194,-0.8358033920865665,0.322830570138884,0.2636075527063355,-0.8210276756140386,-0.8259834188890345,-0.7701724863420601,0.8699679530827689,-0.3954833929172473,
2,-0.2693343228977636,-0.0041499794490283,0.4391339959921274,-0.223311261487962,-0.7932425854466423,0.9766141023474442,0.8927214239493309,-0.679907743555237,0.8061482189438423,0.582626603091096,
3,0.1545884756223106,0.0749616623375224,-0.1381132544684425,-0.3642569956384729,0.307455965143129,-0.400548186884503,0.7331567011765932,-0.8088011726329692,-0.9072611810739206,0.4288277384933621,
4,0.1695806266980712,0.5995381941847617,0.9778321003798802,0.7587199727939646,-0.076286225573242,0.4411692405022518,0.4174646972831035,0.701397778161641,-0.1654679458468627,-0.2756719960894263,
5,-0.5537120800824594,-0.1747881816127743,-0.9211762635795812,-0.3365985111081507,-0.3225946172875485,-0.370073450134433,-0.953889494377727,0.6159504707684966,0.8635135496767208,0.87863556277247,
6,0.855753768332302,0.0872311810018715,0.8939185164171843,-0.3245372135994259,0.3845162213322532,-0.6723090092449363,0.843876563680541,0.5937507659418875,0.6511042018199364,0.45955701622189,
7,-0.5871704346279933,-0.2281389814492189,-0.4773405850074906,-0.5977167106569852,0.0298273299478941,-0.9140813902150116,0.4303017003061631,0.0572311698687071,0.8415765639955157,0.3957237174861427,
8,-0.2686922221849847,-0.3411100276192343,0.0230217213786965,0.1352094089200226,0.032529159841802,-0.7176089947754329,0.8542121634979563,0.9677527835113444,-0.5449284802539078,-0.5506660667363629,
9,-0.6877562772903864,-0.1854729543521199,0.4573186143927106,-0.6650295853551222,-0.836435232575127,0.1664031411685433,-0.3906491366491944,0.8298847721899965,-0.278141020070369,-0.7561996843336947,
10,0.8507928481809748,-0.5219231793383816,-0.656473279886536,-0.1037522710551336,0.4823852416247061,-0.8170193163796978,-0.3396828233234181,-0.2913167982509773,-0.1599752366313669,0.8113480718290806,
11,0.0076597675155638,-0.8031671625142824,-0.7036905216475626,0.7942006650891189,0.8872454661004536,-0.2041985515533658,-0.8652827377864157,-0.7325713257526099,0.0257181601479872,-0.2568877515347345,
12,-0.8545463292344093,0.10582420953737,-0.1926099125277991,-0.9194366510129875,-0.007015713771194,-0.9198127326296708,-0.6755415323185163,0.5860670149409819,-0.2473199581276244,-0.3146910564703224,
13,-0.5949416718548306,-0.2358977280193823,-0.8285747171565491,0.4617277990150572,0.2174025964218082,-0.3566733164389256,-0.7207214753092721,0.1029433680333877,-0.9123890383476544,0.8227735858434526,
14,0.7239023735167656,0.8132405302143446,0.6886288140315604,-0.2932811808662355,0.7157956699420027,0.5008765216495621,-0.5233396310275831,0.670887952872576,-0.6510947552586163,-0.8271362242021159,
15,0.1000570877953535,-0.876424487755472,0.7915428588359654,0.1407567950488735,0.2395500566547013,-0.7424556635645793,0.5565959894316519,-0.7634820545926866,0.8078598873235834,0.5849122426440119,
16,-0.2015248428386701,-0.9669524639895444,-0.3465051319298164,0.2889906226427949,0.3547970399305122,0.5626016634787012,0.020504527525635,0.685272571808665,0.1122372631652397,-0.1442329554669635,
17,0.5317458982509478,-0.6301756128436542,-0.3460154019099642,0.9182030184935046,-0.3848209289750298,-0.5416325564478507,0.8828153711666546,0.0931875856377559,-0.8146725979114584,-0.8341713624781046,
18,0.6939161552471114,-0.5484772637396416,-0.3774838689412352,0.7931477245658531,-0.8562371382608482,0.3705531958232795,0.3818353291815566,-0.3021201211446658,-0.7776241479839212,0.5106881679299193,
19,-0.6288140901536572,0.4820871244338056,-0.1456342298549187,0.2431479423260663,-0.6558702155135123,-0.770691157197388,0.7616331406391461,-0.433075350695922,-0.901013383638964,0.6705988163239676,
20,-0.267087575454337,-0.4793925139452382,0.3957037461247594,-0.4196288750674114,-0.091246810050684,-0.2288401371235005,-0.4714376326190744,-0.9143879484779436,0.5333082069449191,0.8116412783170375,
